Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Total effort hours,Performance Index
1,91,No,9,9,10,67
2,63,Yes,5,0,2,38
8,56,No,7,6,14,47
1,64,No,4,4,5,40
3,85,Yes,9,0,3,68
2,94,Yes,8,0,2,70
5,70,Yes,6,5,10,54
4,67,No,9,3,7,49
7,89,No,6,7,14,79
5,98,No,6,1,6,82
8,67,Yes,4,3,11,62
4,61,Yes,6,7,11,46
6,95,No,6,7,13,86
4,98,Yes,8,4,8,80
2,44,Yes,4,2,4,17
1,93,No,7,3,4,69
1,83,No,7,2,3,58
8,81,Yes,6,1,9,74
4,47,No,9,3,7,32
5,77,Yes,5,8,13,64
8,67,Yes,4,5,13,57
7,96,No,5,3,10,82
8,86,No,4,0,8,78
8,51,Yes,4,6,14,40
6,96,Yes,8,1,7,88
2,64,No,6,5,7,42
6,77,Yes,8,9,15,67
1,83,Yes,9,0,1,56
1,54,Yes,5,6,7,26
3,83,Yes,5,3,6,56
3,80,Yes,7,2,5,63
5,90,No,9,9,14,78
1,92,Yes,9,6,7,68
6,73,Yes,8,2,8,66
7,99,No,8,7,14,90
3,84,No,9,3,6,65
4,52,No,8,2,6,33
3,47,Yes,7,6,9,32
1,98,Yes,8,6,7,74
8,52,No,8,8,16,48
2,75,No,9,9,11,57
1,45,No,9,6,7,22
8,77,No,8,5,13,69
7,71,No,8,2,9,62
7,60,Yes,9,3,10,52
4,83,No,5,7,11,66
9,83,Yes,6,5,14,81
6,88,Yes,5,8,14,75
2,98,No,8,7,9,80
1,46,No,4,7,8,20
1,65,No,4,9,10,40
9,54,No,7,9,18,55
4,95,No,5,6,10,78
5,88,Yes,9,9,14,76
3,81,No,7,0,3,60
4,62,No,7,4,8,44
8,91,Yes,4,6,14,85
4,77,No,5,9,13,56
9,80,No,6,8,17,76
9,54,No,9,3,12,49
6,87,Yes,5,7,13,72
2,92,No,7,0,2,69
7,79,No,8,3,10,72
9,55,No,7,3,12,50
6,71,No,5,1,7,57
3,76,Yes,4,2,5,56
7,57,No,5,2,9,46
5,59,Yes,6,8,13,45
1,85,No,9,6,7,60
3,41,No,9,1,4,22
5,94,No,8,8,13,81
7,62,Yes,8,7,14,54
3,69,No,7,5,8,48
6,42,No,5,5,11,28
5,85,Yes,9,1,6,73
1,78,No,4,2,3,52
6,86,No,6,5,11,74
8,88,No,7,2,10,84
1,40,No,5,6,7,13
2,80,Yes,4,4,6,57
4,61,Yes,5,3,7,42
2,68,Yes,4,7,9,47
9,53,No,5,1,10,48
8,87,No,5,2,10,81
8,67,No,9,9,17,63
4,60,No,7,3,7,43
5,84,Yes,5,9,14,71
4,71,No,5,5,9,49
9,45,Yes,7,4,13,43
2,93,No,7,4,6,69
8,40,No,8,6,14,34
2,60,Yes,8,7,9,37
1,96,No,9,5,6,74
3,43,Yes,7,2,5,21
9,42,Yes,6,3,12,38
3,88,No,9,0,3,67
9,69,Yes,4,4,13,64
7,70,Yes,7,9,16,61
1,73,No,8,7,8,46
5,58,Yes,5,2,7,41
9,59,Yes,7,9,18,58
3,62,No,7,3,6,40
9,93,Yes,8,3,12,92
5,98,No,8,5,10,86
9,79,Yes,6,8,17,77
6,64,No,9,9,15,52
9,54,No,8,2,11,47
7,77,No,8,3,10,70
7,62,No,8,5,12,57
8,91,No,9,5,13,90
7,41,Yes,5,6,13,32
9,96,No,7,0,9,93
9,96,No,7,8,17,94
6,54,Yes,8,1,7,42
7,91,No,9,3,10,82
2,83,Yes,6,2,4,58
9,74,Yes,8,2,11,68
1,49,No,9,4,5,25
1,53,Yes,9,6,7,30
3,66,Yes,6,6,9,46
6,93,Yes,9,6,12,86
5,53,No,7,2,7,42
2,74,Yes,6,8,10,49
9,72,No,6,5,14,70
4,91,No,4,9,13,74
4,40,Yes,6,7,11,26
5,73,No,6,0,5,56
8,58,Yes,5,3,11,54
4,63,Yes,7,6,10,48
5,81,No,8,8,13,70
4,43,No,4,2,6,22
6,75,No,6,5,11,62
3,52,Yes,5,7,10,33
8,97,Yes,5,2,10,93
6,71,Yes,9,5,11,62
5,48,No,8,8,13,31
2,78,Yes,8,8,10,60
7,55,Yes,7,5,12,50
2,89,Yes,9,4,6,67
1,42,Yes,6,0,1,17
7,91,No,5,2,9,82
5,59,Yes,4,2,7,41
1,49,No,7,3,4,24
4,95,Yes,6,4,8,78
4,97,Yes,9,7,11,80
7,97,Yes,8,8,15,93
9,61,No,9,6,15,64
2,87,No,6,9,11,60
1,42,No,9,5,6,18
2,50,Yes,8,2,4,28
7,64,Yes,6,8,15,54
6,81,No,4,9,15,71
4,87,Yes,7,0,4,68
1,47,Yes,9,8,9,23
1,48,No,8,2,3,20
5,54,Yes,4,8,13,37
1,71,Yes,5,9,10,47
7,92,Yes,4,0,7,81
1,42,No,4,7,8,18
1,43,Yes,4,5,6,16
2,69,No,8,8,10,49
3,52,Yes,5,3,6,33
1,83,No,7,4,5,60
9,60,No,4,5,14,55
8,80,No,8,8,16,75
5,96,No,8,5,10,81
2,85,Yes,7,8,10,64
5,58,No,6,1,6,41
6,78,Yes,5,3,9,68
1,87,Yes,5,2,3,59
4,61,No,9,3,7,44
9,59,Yes,4,0,9,55
2,76,Yes,6,1,3,54
5,70,Yes,5,3,8,53
1,49,Yes,9,9,10,24
4,57,No,4,3,7,37
4,82,Yes,6,4,8,65
6,78,Yes,8,8,14,69
9,85,Yes,4,0,9,82
3,59,Yes,6,7,10,39
9,57,Yes,7,2,11,54
6,50,No,5,8,14,36
7,61,Yes,4,7,14,55
2,98,No,9,7,9,78
6,83,Yes,8,8,14,73
6,57,No,9,3,9,49
2,97,Yes,4,4,6,74
2,73,Yes,5,6,8,51
2,62,No,5,1,3,37
1,40,No,6,6,7,16
5,94,No,9,2,7,84
8,49,Yes,9,5,13,47
2,92,No,8,5,7,70
5,40,No,6,5,10,28
8,77,No,8,9,17,72
5,78,Yes,4,1,6,60
2,88,Yes,4,8,10,67
3,48,Yes,9,7,10,33
6,70,No,6,6,12,58
5,46,Yes,7,8,13,36
4,56,Yes,5,3,7,35
4,74,Yes,6,1,5,56
5,87,Yes,6,3,8,71
2,76,No,4,9,11,51
9,91,Yes,5,2,11,88
2,57,No,6,1,3,36
2,72,No,4,1,3,50
9,43,No,4,7,16,42
3,62,No,9,4,7,44
7,50,No,9,5,12,42
4,91,No,6,7,11,75
6,48,Yes,6,6,12,34
4,69,No,4,6,10,54
7,47,Yes,9,6,13,36
1,79,No,6,6,7,53
3,44,Yes,5,7,10,24
3,51,No,4,0,3,30
1,40,Yes,4,2,3,13
6,54,Yes,6,0,6,43
9,64,No,6,7,16,56
8,57,No,6,1,9,50
7,77,No,5,6,13,67
8,81,No,4,5,13,74
6,85,Yes,7,0,6,73
9,92,Yes,5,5,14,90
3,65,No,5,8,11,42
9,79,No,9,2,11,77
4,98,Yes,4,6,10,84
7,42,No,7,3,10,37
9,93,Yes,4,0,9,91
2,61,No,5,6,8,34
2,65,No,6,0,2,40
9,58,Yes,4,3,12,53
3,83,Yes,4,8,11,63
9,83,No,6,4,13,82
5,86,Yes,7,6,11,73
6,99,No,7,6,12,86
2,78,Yes,4,2,4,56
8,98,No,6,7,15,94
9,75,No,9,0,9,74
2,60,No,4,3,5,37
6,80,Yes,6,9,15,69
6,93,Yes,5,3,9,79
8,87,Yes,9,1,9,83
5,65,Yes,6,5,10,50
9,52,No,4,0,9,47
1,75,Yes,8,2,3,53
9,63,Yes,7,8,17,62
7,80,Yes,4,9,16,75
4,65,No,6,5,9,48
3,60,Yes,9,1,4,40
6,57,Yes,9,8,14,45
1,54,No,6,1,2,27
3,54,No,7,6,9,32
2,45,No,4,0,2,20
9,82,No,9,4,13,80
3,70,No,9,6,9,51
2,67,No,8,2,4,44
4,47,No,5,3,7,29
2,68,Yes,8,4,6,46
1,60,No,5,2,3,37
6,56,No,9,5,11,44
8,95,No,5,2,10,90
2,96,No,4,7,9,75
9,88,No,9,6,15,84
3,63,Yes,9,0,3,44
8,97,Yes,5,1,9,91
8,99,Yes,6,3,11,94
3,89,Yes,5,4,7,69
3,75,Yes,5,9,12,57
6,70,Yes,7,3,9,55
1,86,Yes,7,3,4,61
4,73,No,4,8,12,54
1,41,No,4,3,4,12
3,81,No,6,3,6,62
9,42,No,7,3,12,40
5,69,No,8,1,6,57
5,47,No,4,7,12,33
4,91,Yes,4,3,7,71
3,46,No,7,4,7,26
5,51,No,7,7,12,39
4,97,No,6,3,7,74
8,58,Yes,7,4,12,56
4,65,Yes,5,4,8,45
8,67,Yes,9,5,13,61
6,54,No,8,6,12,45
5,53,No,9,2,7,43
4,87,No,5,9,13,68
4,98,Yes,5,2,6,79
4,53,Yes,9,8,12,40
9,42,No,5,0,9,37
4,89,Yes,4,9,13,72
9,68,No,9,7,16,67
6,99,Yes,5,9,15,93
7,93,Yes,4,2,9,85
3,45,Yes,7,4,7,26
8,88,No,8,2,10,84
3,62,Yes,8,9,12,45
1,67,No,5,0,1,41
5,53,No,8,9,14,39
2,53,No,4,4,6,28
6,59,Yes,7,7,13,48
9,52,Yes,5,4,13,46
1,66,Yes,6,3,4,38
4,99,No,9,8,12,87
1,74,Yes,8,0,1,50
1,84,Yes,8,4,5,63
8,95,No,5,0,8,89
2,41,No,9,5,7,19
1,80,No,9,9,10,56
8,84,Yes,8,8,16,82
4,79,Yes,8,1,5,60
3,87,No,6,3,6,67
4,63,Yes,9,7,11,50
5,68,No,4,2,7,52
1,42,Yes,5,6,7,17
1,84,No,5,6,7,61
3,43,Yes,6,1,4,22
6,89,No,6,9,15,79
1,41,No,4,3,4,15
2,59,No,7,0,2,34
7,93,Yes,5,7,14,83
1,92,Yes,9,9,10,71
7,54,Yes,8,9,16,47
4,88,No,4,8,12,70
6,71,No,5,0,6,58
8,81,No,9,6,14,74
9,40,No,4,0,9,34
6,77,No,7,0,6,66
9,74,No,9,8,17,73
4,90,No,5,9,13,72
6,46,No,8,9,15,34
8,84,No,9,5,13,80
9,52,Yes,5,0,9,49
3,88,No,4,6,9,69
2,40,Yes,7,2,4,16
6,53,No,9,9,15,46
4,68,Yes,4,3,7,50
1,97,No,4,3,4,67
8,42,Yes,6,7,15,37
9,85,No,4,0,9,78
9,63,No,9,7,16,62
2,40,No,7,8,10,18
9,87,Yes,8,6,15,83
7,49,No,6,0,7,42
5,52,Yes,4,6,11,36
7,75,Yes,9,5,12,64
9,48,Yes,5,4,13,47
8,53,Yes,6,4,12,48
6,75,Yes,7,0,6,63
4,49,No,5,5,9,31
1,79,Yes,7,3,4,54
6,62,Yes,5,0,6,46
3,74,Yes,8,7,10,53
6,94,Yes,7,7,13,86
6,46,No,5,3,9,34
4,81,No,7,6,10,66
2,74,No,6,2,4,53
9,41,Yes,7,7,16,32
2,54,Yes,9,6,8,32
3,48,Yes,7,4,7,26
1,86,No,5,4,5,59
7,56,Yes,7,8,15,45
1,78,No,8,5,6,54
9,91,Yes,4,5,14,89
1,57,Yes,6,1,2,35
5,54,No,9,4,9,40
7,57,Yes,5,3,10,49
3,63,No,7,9,12,46
9,62,Yes,7,2,11,63
8,51,No,7,8,16,43
3,62,Yes,6,6,9,44
5,60,Yes,9,3,8,48
7,65,Yes,4,8,15,53
4,47,Yes,8,8,12,32
5,69,Yes,9,6,11,58
3,73,No,8,4,7,50
9,41,No,9,8,17,39
9,44,Yes,5,6,15,41
7,70,No,4,8,15,61
2,72,No,4,2,4,49
7,93,No,6,8,15,84
7,43,No,9,0,7,32
5,45,Yes,7,4,9,32
9,62,No,4,1,10,60
3,84,No,9,0,3,67
4,58,Yes,7,2,6,46
1,82,Yes,6,6,7,56
6,84,Yes,9,2,8,74
4,47,Yes,9,9,13,28
1,78,Yes,5,9,10,52
2,52,Yes,9,8,10,28
3,40,Yes,5,2,5,18
9,45,Yes,7,5,14,45
8,46,No,7,1,9,41
7,87,Yes,4,7,14,78
4,66,No,6,9,13,48
1,54,Yes,5,4,5,26
8,91,Yes,4,1,9,86
4,73,No,8,6,10,56
3,97,Yes,4,2,5,77
9,96,Yes,7,4,13,95
4,62,No,8,8,12,47
4,87,No,4,0,4,62
9,88,No,9,1,10,87
2,63,No,6,4,6,40
5,54,No,5,3,8,35
4,74,No,9,0,4,60
9,43,Yes,8,6,15,41
5,83,Yes,6,8,13,67
9,76,Yes,4,0,9,70
9,56,Yes,9,7,16,55
2,70,Yes,7,8,10,54
9,77,No,7,1,10,72
3,49,No,6,0,3,26
4,93,Yes,7,5,9,77
1,89,No,5,6,7,67
1,66,Yes,6,1,2,39
1,81,No,6,4,5,54
9,45,Yes,7,4,13,43
8,95,Yes,6,6,14,89
5,45,Yes,4,0,5,28
5,91,No,8,9,14,80
9,54,No,9,7,16,51
3,43,Yes,8,4,7,23
3,96,No,9,2,5,79
7,87,Yes,7,8,15,77
9,93,Yes,5,2,11,89
6,95,No,5,6,12,80
2,79,Yes,7,9,11,57
1,46,Yes,7,6,7,20
2,90,Yes,6,9,11,68
1,97,No,5,7,8,71
9,88,Yes,8,9,18,88
8,92,Yes,7,7,15,85
7,84,Yes,8,3,10,77
3,86,Yes,9,0,3,66
8,65,No,8,3,11,61
2,97,Yes,5,5,7,74
2,70,Yes,9,9,11,48
3,41,No,8,5,8,18
7,67,No,6,5,12,59
1,81,No,6,6,7,55
8,52,No,5,0,8,47
7,57,No,6,9,16,52
4,69,No,7,0,4,50
5,94,Yes,9,6,11,77
1,50,Yes,5,3,4,25
4,52,No,9,5,9,35
1,90,Yes,8,5,6,65
1,63,No,7,8,9,40
1,96,Yes,5,1,2,70
7,68,No,8,3,10,61
7,95,No,8,3,10,89
4,93,Yes,8,6,10,77
2,44,No,8,0,2,22
3,74,Yes,8,4,7,55
8,58,No,5,3,11,52
8,94,No,6,1,9,88
6,52,Yes,8,4,10,44
9,44,No,7,8,17,39
9,83,Yes,5,7,16,80
4,53,Yes,4,8,12,35
1,77,Yes,6,6,7,52
1,61,Yes,7,9,10,34
5,48,Yes,8,6,11,33
2,88,No,5,1,3,64
6,79,No,5,2,8,65
7,65,Yes,8,9,16,55
1,84,No,7,7,8,58
6,44,Yes,5,1,7,29
8,68,No,9,6,14,65
5,93,Yes,6,5,10,80
7,61,No,7,9,16,55
6,88,Yes,8,3,9,78
4,42,No,7,3,7,22
7,67,Yes,9,2,9,53
9,77,Yes,7,5,14,77
7,53,No,4,2,9,41
5,86,Yes,8,8,13,69
7,53,Yes,6,3,10,47
3,82,No,8,3,6,64
2,50,No,4,1,3,28
5,48,Yes,8,1,6,35
4,77,Yes,8,6,10,63
5,86,Yes,6,4,9,71
8,83,Yes,4,2,10,78
4,45,No,8,5,9,32
9,40,Yes,9,5,14,40
7,64,Yes,8,0,7,55
7,55,No,5,2,9,42
8,91,No,8,4,12,88
6,54,Yes,6,6,12,43
8,73,No,5,3,11,66
3,56,No,9,7,10,33
1,42,No,9,2,3,12
6,42,Yes,9,5,11,32
1,76,Yes,4,5,6,48
9,56,Yes,9,8,17,56
2,94,No,7,3,5,73
2,88,Yes,6,6,8,65
7,91,Yes,4,9,16,83
2,77,Yes,5,0,2,53
8,40,No,7,0,8,39
6,46,Yes,4,1,7,32
7,65,Yes,6,3,10,55
7,86,Yes,5,5,12,76
6,78,Yes,6,3,9,69
9,58,No,6,5,14,54
9,91,Yes,5,1,10,89
7,93,Yes,9,8,15,87
9,69,No,8,2,11,66
3,82,No,6,6,9,65
3,94,No,9,0,3,71
1,53,No,5,7,8,27
5,52,No,6,3,8,38
4,59,Yes,8,4,8,43
2,65,No,5,6,8,38
9,66,No,4,2,11,59
3,64,No,4,8,11,44
8,48,Yes,9,8,16,39
6,80,Yes,4,7,13,67
5,87,Yes,7,0,5,70
1,51,No,6,1,2,24
4,49,Yes,6,1,5,31
3,45,No,5,2,5,24
1,89,No,7,1,2,61
5,73,Yes,6,0,5,59
6,98,Yes,5,4,10,87
2,91,Yes,8,5,7,68
3,80,No,6,6,9,62
6,58,Yes,9,9,15,50
4,45,Yes,6,6,10,27
9,41,Yes,8,1,10,36
5,54,Yes,8,6,11,43
4,56,Yes,6,1,5,35
2,55,No,8,1,3,29
6,67,No,5,5,11,56
2,60,Yes,6,5,7,41
7,47,No,6,7,14,37
3,49,No,4,4,7,26
9,49,No,9,4,13,46
5,89,Yes,6,9,14,75
8,49,No,4,0,8,40
6,48,Yes,8,3,9,36
8,67,No,9,0,8,62
3,63,Yes,9,9,12,47
3,58,No,8,4,7,39
5,72,No,5,7,12,57
3,43,Yes,4,0,3,20
8,95,Yes,6,2,10,87
8,42,No,4,0,8,31
2,81,Yes,8,5,7,57
4,51,Yes,8,9,13,37
1,57,Yes,5,0,1,29
4,62,Yes,9,9,13,48
4,59,No,9,2,6,41
9,45,Yes,8,4,13,43
3,92,No,4,4,7,70
2,73,No,9,1,3,54
9,81,Yes,6,2,11,77
9,41,Yes,6,8,17,40
1,69,Yes,4,0,1,39
6,48,Yes,5,0,6,38
8,66,No,6,1,9,61
3,81,No,4,7,10,59
9,73,Yes,4,5,14,68
2,79,No,8,3,5,59
6,63,Yes,9,6,12,55
1,88,No,8,5,6,63
7,56,No,9,8,15,47
3,68,No,5,5,8,49
7,75,Yes,5,1,8,64
4,89,Yes,5,2,6,72
9,51,No,4,8,17,46
5,70,Yes,4,6,11,55
3,88,Yes,8,5,8,73
8,48,No,6,4,12,41
6,58,Yes,9,2,8,50
2,85,Yes,9,3,5,61
3,85,No,5,0,3,60
8,56,No,9,4,12,52
7,41,No,7,6,13,31
6,79,No,5,1,7,66
1,44,Yes,9,7,8,16
9,98,Yes,8,9,18,93
3,78,No,9,5,8,59
5,93,No,4,9,14,78
7,87,Yes,8,2,9,79
7,55,Yes,8,1,8,50
3,56,Yes,8,7,10,38
4,93,No,7,3,7,80
7,66,No,7,6,13,58
8,46,No,9,6,14,44
2,91,No,5,9,11,70
9,47,Yes,9,8,17,45
7,47,No,9,9,16,40
8,62,No,9,7,15,57
6,71,Yes,4,7,13,61
6,82,No,8,6,12,72
9,86,Yes,6,9,18,83
4,57,No,5,4,8,36
5,77,Yes,5,8,13,61
9,93,Yes,8,6,15,90
1,51,Yes,5,2,3,22
4,54,No,8,5,9,35
7,67,No,5,2,9,59
9,94,No,9,5,14,89
6,77,No,4,7,13,66
8,89,No,5,8,16,88
9,95,No,5,1,10,91
4,70,Yes,6,5,9,53
1,91,No,4,2,3,64
8,48,No,9,6,14,40
2,47,Yes,4,3,5,24
1,85,Yes,4,4,5,59
7,58,No,5,9,16,49
9,90,Yes,7,5,14,85
9,47,No,5,7,16,47
3,73,Yes,8,1,4,54
6,96,No,6,3,9,82
7,43,Yes,4,3,10,31
9,70,Yes,8,5,14,67
2,77,No,9,3,5,58
8,42,No,8,4,12,36
7,74,Yes,7,4,11,66
4,58,Yes,4,7,11,39
2,82,Yes,5,3,5,61
8,68,Yes,4,5,13,64
5,49,No,6,6,11,31
6,51,Yes,4,7,13,39
7,85,Yes,8,8,15,78
1,69,No,8,9,10,43
8,69,No,5,7,15,62
4,99,No,5,3,7,80
9,57,No,5,3,12,51
1,63,No,9,9,10,40
2,71,No,6,4,6,48
6,48,Yes,9,2,8,38
1,86,Yes,9,1,2,61
4,63,Yes,9,1,5,42
8,65,No,4,8,16,57
5,42,No,7,7,12,26
9,62,Yes,4,5,14,58
6,50,Yes,5,8,14,40
1,49,No,6,4,5,26
6,89,No,9,9,15,78
6,75,Yes,4,0,6,62
6,99,Yes,8,7,13,90
8,52,Yes,9,2,10,50
6,68,Yes,4,8,14,57
5,77,Yes,8,0,5,62
2,98,No,4,2,4,74
4,92,Yes,4,0,4,74
5,52,Yes,9,0,5,40
4,96,No,4,5,9,81
2,65,Yes,5,3,5,45
7,59,No,8,9,16,50
2,44,No,6,3,5,17
1,59,Yes,7,4,5,31
5,53,Yes,9,2,7,40
1,84,No,8,1,2,61
1,53,No,5,9,10,26
1,47,No,8,7,8,20
6,87,Yes,6,6,12,73
9,52,Yes,9,9,18,55
1,63,Yes,8,3,4,37
5,54,Yes,5,1,6,35
9,90,Yes,9,8,17,90
9,40,No,5,7,16,36
1,61,Yes,9,3,4,38
8,73,Yes,7,4,12,65
1,89,No,6,9,10,66
8,90,Yes,7,5,13,88
1,79,Yes,4,3,4,53
5,42,Yes,5,1,6,27
8,94,No,7,4,12,90
6,65,No,5,0,6,50
9,53,Yes,9,6,15,49
1,97,Yes,5,8,9,71
9,80,Yes,4,2,11,72
1,47,No,5,5,6,21
3,88,No,9,8,11,73
1,94,Yes,9,3,4,68
3,94,Yes,7,5,8,74
2,95,Yes,6,2,4,72
2,55,Yes,8,8,10,38
9,81,No,7,6,15,78
8,60,No,4,6,14,55
1,49,Yes,8,3,4,24
4,96,No,5,5,9,72
1,64,No,7,7,8,38
1,95,Yes,8,5,6,73
4,77,Yes,7,5,9,60
2,61,Yes,5,3,5,38
3,88,Yes,9,7,10,74
9,87,No,7,9,18,86
2,86,Yes,4,7,9,62
4,93,Yes,8,8,12,80
1,85,Yes,8,5,6,62
2,43,Yes,8,1,3,22
5,43,No,7,3,8,28
1,69,Yes,5,3,4,41
7,41,Yes,7,7,14,34
4,68,No,7,4,8,52
6,82,Yes,9,3,9,71
8,75,Yes,8,7,15,68
6,60,Yes,5,2,8,47
2,99,No,6,1,3,73
1,60,Yes,5,3,4,33
8,87,Yes,7,0,8,83
8,60,Yes,4,0,8,48
9,43,No,5,4,13,39
6,40,Yes,8,0,6,29
1,65,Yes,4,3,4,36
9,95,Yes,6,7,16,94
3,90,No,6,7,10,73
6,41,No,4,1,7,28
9,48,Yes,6,2,11,49
3,94,Yes,4,2,5,73
5,96,No,7,0,5,83
5,84,Yes,4,2,7,73
7,57,No,7,7,14,50
4,87,No,8,5,9,74
4,87,No,8,4,8,71
7,96,Yes,6,9,16,92
9,81,No,9,8,17,78
4,80,No,9,6,10,64
4,50,Yes,4,5,9,37
6,64,Yes,7,4,10,49
6,65,Yes,8,4,10,53
7,97,No,8,9,16,95
1,75,No,8,8,9,50
3,81,Yes,6,9,12,62
9,74,No,8,5,14,74
6,77,Yes,9,3,9,70
6,42,Yes,5,3,9,29
5,98,Yes,6,3,8,81
3,80,Yes,4,5,8,58
5,74,Yes,5,0,5,57
1,89,No,6,8,9,61
3,79,No,6,1,4,56
4,61,Yes,7,1,5,44
5,47,No,5,4,9,30
9,54,No,5,3,12,53
4,84,Yes,9,2,6,67
3,46,No,5,4,7,21
1,58,No,8,6,7,35
6,79,Yes,9,9,15,77
7,81,No,8,1,8,72
8,56,No,9,5,13,52
1,40,No,4,3,4,15
4,84,No,9,1,5,67
5,68,No,4,0,5,55
2,97,Yes,9,7,9,73
1,52,Yes,4,4,5,25
8,95,Yes,8,9,17,90
6,87,Yes,9,1,7,74
5,68,Yes,7,7,12,53
9,80,No,9,2,11,79
2,81,No,4,6,8,59
8,45,Yes,6,1,9,40
9,44,Yes,8,6,15,39
1,73,Yes,7,3,4,49
7,50,No,6,9,16,41
8,48,No,6,0,8,39
3,77,No,8,4,7,57
4,79,No,9,3,7,66
3,80,No,5,7,10,59
7,48,No,7,0,7,40
9,47,Yes,9,1,10,47
3,83,No,8,4,7,65
6,97,Yes,5,9,15,86
8,79,Yes,8,9,17,75
6,42,No,8,1,7,30
2,52,No,6,0,2,26
7,58,No,9,5,12,49
2,73,No,8,9,11,52
2,71,No,9,3,5,47
2,88,No,5,4,6,64
1,55,No,6,2,3,28
1,75,No,5,9,10,48
7,57,Yes,5,5,12,47
5,53,Yes,6,3,8,37
3,69,No,9,5,8,54
1,41,Yes,5,4,5,18
6,52,No,4,1,7,37
1,66,Yes,9,3,4,41
9,98,Yes,8,1,10,96
2,92,No,6,4,6,69
1,91,No,6,2,3,64
7,56,No,9,5,12,48
6,70,Yes,4,4,10,59
6,54,Yes,4,1,7,39
5,96,No,4,9,14,80
4,59,Yes,4,7,11,38
4,44,No,7,5,9,26
3,46,Yes,6,8,11,27
8,57,No,5,2,10,50
7,95,Yes,6,3,10,89
9,50,No,6,7,16,45
1,71,No,6,6,7,42
7,89,No,4,7,14,80
4,66,Yes,4,8,12,48
7,65,No,7,7,14,59
1,76,Yes,9,7,8,53
5,84,No,6,5,10,72
3,67,No,8,1,4,46
5,89,No,9,6,11,75
4,41,Yes,7,3,7,25
2,59,Yes,4,2,4,36
4,43,Yes,6,3,7,24
3,52,No,4,3,6,31
1,63,Yes,9,2,3,39
8,87,No,5,8,16,81
5,77,No,4,2,7,63
4,97,No,4,1,5,81
5,79,No,7,0,5,63
4,87,No,5,0,4,69
3,84,Yes,9,4,7,66
5,94,Yes,8,4,9,80
4,68,No,8,8,12,52
1,97,No,8,3,4,68
3,75,Yes,6,4,7,57
8,41,No,8,5,13,37
7,80,No,6,9,16,68
2,57,No,9,6,8,35
1,88,No,9,8,9,65
3,47,Yes,4,5,8,28
5,97,No,8,0,5,82
1,54,Yes,7,7,8,29
3,80,Yes,9,1,4,62
3,56,Yes,5,8,11,35
5,62,Yes,5,6,11,51
3,41,No,9,6,9,22
9,45,No,4,9,18,42
1,68,No,5,9,10,45
4,66,Yes,5,4,8,48
4,76,Yes,4,7,11,61
1,88,Yes,4,9,10,59
2,73,No,4,0,2,50
1,57,No,7,2,3,33
6,81,No,4,8,14,65
3,49,Yes,4,0,3,26
7,77,Yes,4,7,14,69
5,98,No,9,5,10,87
9,83,Yes,8,9,18,85
7,56,Yes,9,4,11,46
4,98,No,8,5,9,82
5,52,Yes,7,4,9,36
5,91,Yes,7,8,13,77
5,99,No,5,1,6,85
9,87,Yes,9,9,18,85
3,81,Yes,8,5,8,62
6,66,Yes,7,3,9,54
8,92,Yes,7,2,10,89
9,41,No,9,4,13,35
7,73,No,5,1,8,65
3,70,Yes,4,2,5,52
1,62,No,6,6,7,37
4,46,No,5,0,4,27
6,77,No,6,1,7,60
3,72,Yes,5,2,5,52
1,51,Yes,5,9,10,28
6,84,No,4,6,12,72
1,51,No,7,3,4,23
9,58,No,8,7,16,59
1,48,No,5,7,8,20
6,49,Yes,4,0,6,38
1,56,No,6,4,5,31
7,89,Yes,9,0,7,81
3,79,Yes,9,6,9,66
6,78,Yes,7,3,9,68
7,80,Yes,9,7,14,75
1,49,Yes,5,7,8,24
1,51,Yes,6,8,9,26
5,54,Yes,5,5,10,39
6,70,No,9,6,12,61
9,54,Yes,8,6,15,52
1,67,No,9,4,5,38
4,43,No,8,6,10,25
8,75,No,9,8,16,73
9,94,No,7,3,12,93
3,40,No,6,1,4,16
2,97,Yes,8,7,9,75
4,83,Yes,4,6,10,64
2,96,No,7,5,7,77
1,73,No,5,6,7,44
3,86,No,9,2,5,66
7,56,Yes,6,5,12,48
1,78,No,6,9,10,50
2,77,Yes,9,6,8,56
1,83,Yes,4,6,7,55
8,90,No,8,4,12,83
5,72,Yes,9,2,7,58
8,99,Yes,6,1,9,93
3,60,Yes,4,6,9,38
7,65,No,4,3,10,55
8,85,No,5,1,9,80
6,75,No,4,7,13,64
7,44,No,7,1,8,37
2,72,No,6,5,7,49
8,40,No,7,3,11,33
5,92,No,4,8,13,78
7,45,No,4,4,11,31
1,76,Yes,7,3,4,53
5,41,No,5,7,12,25
1,96,Yes,4,2,3,69
8,92,Yes,7,8,16,89
4,98,No,7,7,11,80
4,98,Yes,6,7,11,80
2,44,Yes,5,9,11,22
5,65,No,8,4,9,52
1,80,Yes,7,0,1,59
9,90,No,6,9,18,88
5,92,Yes,8,8,13,81
6,86,Yes,6,1,7,79
2,52,No,6,0,2,28
1,51,Yes,9,5,6,28
4,44,Yes,5,0,4,19
7,41,No,4,9,16,31
6,98,No,5,9,15,87
1,43,Yes,8,9,10,17
1,98,Yes,9,6,7,75
8,66,No,5,6,14,61
4,89,Yes,4,0,4,72
5,92,No,5,9,14,78
7,49,No,5,4,11,36
8,52,No,5,2,10,45
